T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
430,Liberia,2020,"Seats held by women in national parliament, as of February (%)",2023-10,,12.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
430,Liberia,2021,"Seats held by women in national parliament, as of February (%)",2023-10,,11.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
430,Liberia,2022,"Seats held by women in national parliament, as of February (%)",2023-10,,11.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
430,Liberia,2023,"Seats held by women in national parliament, as of February (%)",2023-10,,11.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
430,Liberia,2024,"Seats held by women in national parliament, as of February (%)",2023-10,,11.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
434,Libya,2010,"Seats held by women in national parliament, as of February (%)",2014-06,,7.7,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
434,Libya,2015,"Seats held by women in national parliament, as of February (%)",2014-06,,16.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
434,Libya,2020,"Seats held by women in national parliament, as of February (%)",2014-06,,16.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
434,Libya,2021,"Seats held by women in national parliament, as of February (%)",2014-06,,16.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
434,Libya,2022,"Seats held by women in national parliament, as of February (%)",2014-06,,16.5,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
434,Libya,2023,"Seats held by women in national parliament, as of February (%)",2014-06,,16.5,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
434,Libya,2024,"Seats held by women in national parliament, as of February (%)",2014-06,,16.5,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2000,"Seats held by women in national parliament, as of February (%)",2021-02,,4.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2005,"Seats held by women in national parliament, as of February (%)",2021-02,,12.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2010,"Seats held by women in national parliament, as of February (%)",2021-02,,24.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2015,"Seats held by women in national parliament, as of February (%)",2021-02,,20.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2020,"Seats held by women in national parliament, as of February (%)",2021-02,,12.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2021,"Seats held by women in national parliament, as of February (%)",2021-02,,12.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2022,"Seats held by women in national parliament, as of February (%)",2021-02,,28.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2023,"Seats held by women in national parliament, as of February (%)",2021-02,,28.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
438,Liechtenstein,2024,"Seats held by women in national parliament, as of February (%)",2021-02,,28.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2000,"Seats held by women in national parliament, as of February (%)",2020-10,,17.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2005,"Seats held by women in national parliament, as of February (%)",2020-10,,22.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2010,"Seats held by women in national parliament, as of February (%)",2020-10,,19.1,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2015,"Seats held by women in national parliament, as of February (%)",2020-10,,23.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2020,"Seats held by women in national parliament, as of February (%)",2020-10,,24.1,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2021,"Seats held by women in national parliament, as of February (%)",2020-10,,27.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2022,"Seats held by women in national parliament, as of February (%)",2020-10,,28.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2023,"Seats held by women in national parliament, as of February (%)",2020-10,,28.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
440,Lithuania,2024,"Seats held by women in national parliament, as of February (%)",2020-10,,29.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2000,"Seats held by women in national parliament, as of February (%)",2023-10,,16.7,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2005,"Seats held by women in national parliament, as of February (%)",2023-10,,23.3,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2010,"Seats held by women in national parliament, as of February (%)",2023-10,,20.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2015,"Seats held by women in national parliament, as of February (%)",2023-10,,28.3,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2020,"Seats held by women in national parliament, as of February (%)",2023-10,,30.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2021,"Seats held by women in national parliament, as of February (%)",2023-10,,31.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2022,"Seats held by women in national parliament, as of February (%)",2023-10,,33.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2023,"Seats held by women in national parliament, as of February (%)",2023-10,,35.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
442,Luxembourg,2024,"Seats held by women in national parliament, as of February (%)",2023-10,,33.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
450,Madagascar,2000,"Seats held by women in national parliament, as of February (%)",2019-05,,8.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
450,Madagascar,2005,"Seats held by women in national parliament, as of February (%)",2019-05,,6.9,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
450,Madagascar,2015,"Seats held by women in national parliament, as of February (%)",2019-05,,20.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
450,Madagascar,2020,"Seats held by women in national parliament, as of February (%)",2019-05,,15.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
450,Madagascar,2021,"Seats held by women in national parliament, as of February (%)",2019-05,,17.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
450,Madagascar,2022,"Seats held by women in national parliament, as of February (%)",2019-05,,18.5,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
